item_counts,distribution,g_props,ndkls,ers,eeds,arps,awrfs,trials,test_num
1000,Dist a,"[0.2, 0.3, 0.5]",0.021438826342926872,0.9854065613824793,0.2135378195025212,0.09996438095238097,0.9453611847790239,42,43
1000,Dist a,"[0.2, 0.3, 0.5]",0.027456073987903767,0.9693418165581699,0.213639793785043,0.04468869047619051,0.9711289614642824,43,44
1000,Dist a,"[0.2, 0.3, 0.5]",0.021875571185556324,0.9797923412980086,0.21294698885482433,0.053511238095238056,0.9698665496163549,44,45
1000,Dist a,"[0.2, 0.3, 0.5]",0.031621740823996485,0.937831241917206,0.21448787007018497,0.045705714285714294,0.9698037573749178,45,46
1000,Dist a,"[0.2, 0.3, 0.5]",0.01504944384371689,0.990013814920999,0.21287948254340786,0.02347542857142859,0.9857985200335063,46,47
1000,Dist a,"[0.2, 0.3, 0.5]",0.014506193015270837,0.9776402919808027,0.21322178497684954,0.03270685714285709,0.9868539354236787,47,48
1000,Dist a,"[0.2, 0.3, 0.5]",0.02499640153726691,0.949058718992488,0.21190177750673223,0.06790416666666671,0.9517983007730999,48,49
1000,Dist a,"[0.2, 0.3, 0.5]",0.012700708214453378,0.9683896170749241,0.21212455979173747,0.07348704761904756,0.9582275992460748,49,50
1000,Dist a,"[0.2, 0.3, 0.5]",0.04055330435687162,0.9465449490172726,0.2141933195378634,0.010515750000000046,0.9952767363156686,50,51
1000,Dist a,"[0.2, 0.3, 0.5]",0.018675379402587965,0.9574296303301474,0.2118839236157483,0.033962749999999986,0.97536658711851,51,52
1000,Dist a,"[0.2, 0.3, 0.5]",0.014549559077039016,0.9761292569896465,0.21290233675191647,0.0135324404761904,0.9926774787895706,52,53
1000,Dist a,"[0.2, 0.3, 0.5]",0.016777946596100095,0.983988383556003,0.2135996455578426,0.04787980952380955,0.9748384358666823,53,54
1000,Dist a,"[0.2, 0.3, 0.5]",0.028340509434558184,0.9399063689811972,0.21315107283956866,0.06357916666666663,0.9535409190583666,54,55
1000,Dist a,"[0.2, 0.3, 0.5]",0.037311008520462256,0.9254058090885847,0.21175160588616396,0.052324999999999955,0.9591251619081973,55,56
1000,Dist a,"[0.2, 0.3, 0.5]",0.023905097554186266,0.9573965006609515,0.21468834485186677,0.04490624999999998,0.9700021923545826,56,57
1000,Dist a,"[0.2, 0.3, 0.5]",0.0222836568692876,0.9667829364332239,0.21324507692477868,0.028971130952380963,0.9785475620265194,57,58
1000,Dist a,"[0.2, 0.3, 0.5]",0.020855282683718016,0.9594920968231746,0.21430762154947838,0.031634249999999975,0.9798582329531796,58,59
1000,Dist a,"[0.2, 0.3, 0.5]",0.022734700011838346,0.942197849007998,0.2141400518206457,0.040265333333333375,0.9760655787725381,59,60
1000,Dist a,"[0.2, 0.3, 0.5]",0.028540126220778537,0.9487143814222373,0.21371068845555363,0.03509875000000001,0.9776125942065987,60,61
1000,Dist a,"[0.2, 0.3, 0.5]",0.034534349309492264,0.9281003668995113,0.21390197320409524,0.05033600000000005,0.9626367881089606,61,62
1000,Dist a,"[0.2, 0.3, 0.5]",0.014076381554583723,0.9862133276486886,0.2129924812408726,0.01490119047619054,0.9831651804301905,62,63
1000,Dist a,"[0.2, 0.3, 0.5]",0.011925228754770595,0.9900824187925585,0.212851070287873,0.029654249999999993,0.9796399818858589,63,64
1000,Dist a,"[0.2, 0.3, 0.5]",0.03249974939613149,0.9613701117946742,0.21432537292524034,0.025720499999999924,0.9876707338342524,64,65
1000,Dist a,"[0.2, 0.3, 0.5]",0.015784663295679492,0.985912067716196,0.21347254163369864,0.04329485714285719,0.9755004045852567,65,66
1000,Dist a,"[0.2, 0.3, 0.5]",0.019571411195558865,0.973648632190575,0.21238144698593953,0.050962797619047595,0.9714955056316631,66,67
1000,Dist a,"[0.2, 0.3, 0.5]",0.012901557661959917,0.9853760774391875,0.21280617020005269,0.026488190476190443,0.987466551575302,67,68
1000,Dist a,"[0.2, 0.3, 0.5]",0.01875324542140679,0.980398066353802,0.2139040548524882,0.039695749999999974,0.975489844995323,68,69
1000,Dist a,"[0.2, 0.3, 0.5]",0.018510310486971316,0.9788086991062183,0.21298762744464916,0.021344999999999947,0.9850668121008355,69,70
1000,Dist a,"[0.2, 0.3, 0.5]",0.03300847375597367,0.9363945465976089,0.21473250839243227,0.007034821428571425,0.9915663744846506,70,71
1000,Dist a,"[0.2, 0.3, 0.5]",0.01797651193073211,0.9829347023325019,0.21308073615995657,0.044989880952380934,0.9661020691453335,71,72
1000,Dist a,"[0.2, 0.3, 0.5]",0.040849020794602356,0.9340372090006792,0.21429988343585452,0.034498511904761886,0.9827799457403898,72,73
1000,Dist a,"[0.2, 0.3, 0.5]",0.021748796195102612,0.960042995631122,0.2126094456258332,0.025463095238095257,0.9836175049443473,73,74
1000,Dist a,"[0.2, 0.3, 0.5]",0.02315249960427236,0.977644961514257,0.21387430713883593,0.07047886904761902,0.9508580089173515,74,75
1000,Dist a,"[0.2, 0.3, 0.5]",0.015348116797859697,0.9772098106397952,0.2124710453502826,0.05612299999999998,0.9686595611644386,75,76
1000,Dist a,"[0.2, 0.3, 0.5]",0.01621587824692321,0.9918882685636168,0.21303063791481014,0.04053125000000002,0.9675366433385165,76,77
1000,Dist a,"[0.2, 0.3, 0.5]",0.017696011834120586,0.9908243463105721,0.2130614442752354,0.05295650000000002,0.9693559748833757,77,78
1000,Dist a,"[0.2, 0.3, 0.5]",0.029326862047947676,0.9367918161800398,0.21128910368491366,0.08880724999999995,0.9406867282669221,78,79
1000,Dist a,"[0.2, 0.3, 0.5]",0.02318591192139244,0.9377380741058141,0.2124286750345194,0.04011100000000006,0.9715379467527138,79,80
1000,Dist a,"[0.2, 0.3, 0.5]",0.018423072668464692,0.9801712001205203,0.2125500791676731,0.07897276190476188,0.953734400452362,80,81
1000,Dist a,"[0.2, 0.3, 0.5]",0.02710136482833357,0.971350037861491,0.2142315635664253,0.05866900000000003,0.958216737649207,81,82
1000,Dist a,"[0.2, 0.3, 0.5]",0.0351835838596565,0.939849787745222,0.21410207310426962,0.01832914285714282,0.986262969031616,82,83
1000,Dist a,"[0.2, 0.3, 0.5]",0.025980649853510313,0.9617597032619405,0.2125557029534072,0.016954095238095213,0.9898333892178673,83,84
1000,Dist a,"[0.2, 0.3, 0.5]",0.014241630879126664,0.9636626967992752,0.21221291530170014,0.04095225000000002,0.971276129515769,84,85
1000,Dist a,"[0.2, 0.3, 0.5]",0.025391468758467303,0.9547511446574564,0.21467786401617575,0.027951047619047542,0.9848824708317562,85,86
1000,Dist a,"[0.2, 0.3, 0.5]",0.015130967716897432,0.9789312348727818,0.21271668995654167,0.019662999999999986,0.9852844082728646,86,87
1000,Dist a,"[0.2, 0.3, 0.5]",0.024630091607225235,0.9319087375110802,0.21237154586940776,0.07301726190476193,0.9465735838259783,87,88
1000,Dist a,"[0.2, 0.3, 0.5]",0.022376705335798264,0.9618264440776776,0.21279386065532613,0.0766345,0.952138315227226,88,89
1000,Dist a,"[0.2, 0.3, 0.5]",0.02091821625622066,0.9627409828647331,0.2119567919464026,0.009885416666666702,0.9910573447877998,89,90
1000,Dist a,"[0.2, 0.3, 0.5]",0.02128962659279855,0.9537060257377373,0.2124639739892356,0.05056607142857139,0.9650524789453983,90,91
1000,Dist a,"[0.2, 0.3, 0.5]",0.013527621976296915,0.9939782538286359,0.21304312122209254,0.008156845238095234,0.9962064922225505,91,92
1000,Dist a,"[0.2, 0.3, 0.5]",0.01678676378468728,0.9832634210140683,0.21315545643102857,0.046998500000000054,0.9684143842673983,92,93
1000,Dist a,"[0.2, 0.3, 0.5]",0.024389474748147608,0.9690025592541127,0.2141980056681451,0.061943154761904706,0.9557199340318858,93,94
1000,Dist a,"[0.2, 0.3, 0.5]",0.022170386171170075,0.9940721792326398,0.21328272081705843,0.02614250000000007,0.9806420046921361,94,95
1000,Dist a,"[0.2, 0.3, 0.5]",0.018451723409491007,0.9571680641843908,0.21452148472703966,0.03472819047619047,0.9735814998186663,95,96
1000,Dist a,"[0.2, 0.3, 0.5]",0.012550921563027293,0.9847144636554437,0.2127357682211998,0.017440250000000046,0.9930435943869383,96,97
1000,Dist a,"[0.2, 0.3, 0.5]",0.021071564133733695,0.9578034237829948,0.21334023177702335,0.01256999999999997,0.9897757284330082,97,98
1000,Dist a,"[0.2, 0.3, 0.5]",0.021596398220178014,0.9770229823914433,0.21372031588232068,0.07974575000000006,0.9479154032293056,98,99
1000,Dist a,"[0.2, 0.3, 0.5]",0.016485253933695203,0.9895143496648722,0.21294660385388794,0.053727499999999984,0.9713606610671329,99,100
1000,Dist a,"[0.2, 0.3, 0.5]",0.022180914646069468,0.9641878634532178,0.21281837751959146,0.018105250000000017,0.9879190255296345,100,101
1000,Dist a,"[0.2, 0.3, 0.5]",0.025470574864894006,0.9878441174650325,0.2136385484942159,0.07038571428571427,0.962064870052189,101,102
1000,Dist a,"[0.2, 0.3, 0.5]",0.01683496961200377,0.9549755771593197,0.21256867964279685,0.03519910714285707,0.97145191538219,102,103
1000,Dist a,"[0.2, 0.3, 0.5]",0.01840090656043436,0.9713824608569949,0.2122370864488101,0.04475924999999997,0.9716647414263324,103,104
1000,Dist a,"[0.2, 0.3, 0.5]",0.016636631706013955,0.9828661339352658,0.21379803900639188,0.048012190476190486,0.9708226764544464,104,105
1000,Dist a,"[0.2, 0.3, 0.5]",0.019156462823118222,0.9632711064962348,0.21405984553186422,0.06738225000000003,0.9548266225971485,105,106
1000,Dist a,"[0.2, 0.3, 0.5]",0.02068452939877225,0.9816200500429909,0.21294305014442874,0.028120535714285744,0.9811336171172017,106,107
1000,Dist a,"[0.2, 0.3, 0.5]",0.02244187438731952,0.9697515712565722,0.2140898855763371,0.04839325,0.9704855151296868,107,108
1000,Dist a,"[0.2, 0.3, 0.5]",0.021757058843914767,0.9560032603112756,0.21283997105245664,0.07654838095238098,0.9490539954208432,108,109
1000,Dist a,"[0.2, 0.3, 0.5]",0.021297223605684083,0.9812518836456888,0.21278348779823594,0.0453432380952381,0.9720727487734226,109,110
1000,Dist a,"[0.2, 0.3, 0.5]",0.021050806928368505,0.9610159195057668,0.21441889788005905,0.033420000000000005,0.9840704309833812,110,111
1000,Dist a,"[0.2, 0.3, 0.5]",0.01677509549156979,0.9763270996826893,0.21391202324610442,0.07778775000000004,0.9521423346974031,111,112
1000,Dist a,"[0.2, 0.3, 0.5]",0.020236547590178185,0.9982627918251054,0.21325339827012313,0.04339404761904758,0.9651662312963802,112,113
1000,Dist a,"[0.2, 0.3, 0.5]",0.0138466317614708,0.9686736387372548,0.21371711502295412,0.028305059523809517,0.9762532330567018,113,114
1000,Dist a,"[0.2, 0.3, 0.5]",0.018253707799584046,0.9924461116194083,0.21299792952071175,0.04939791666666671,0.9656567549986007,114,115
1000,Dist a,"[0.2, 0.3, 0.5]",0.025819194010917177,0.9669556976298483,0.2139814470362872,0.049684821428571446,0.9638545273550002,115,116
1000,Dist a,"[0.2, 0.3, 0.5]",0.029402909372398995,0.938740527105274,0.21132710590203863,0.0597664761904762,0.9651893868908373,116,117
1000,Dist a,"[0.2, 0.3, 0.5]",0.017269218400313296,0.9812370292940885,0.21257822899306236,0.021610095238095206,0.9804424414739058,117,118
1000,Dist a,"[0.2, 0.3, 0.5]",0.025065323988045063,0.9701365860340696,0.21323155657162082,0.009859523809523818,0.991504898714499,118,119
1000,Dist a,"[0.2, 0.3, 0.5]",0.019501268283802744,0.95773012006215,0.21179272186263903,0.057619750000000025,0.961873601226426,119,120
1000,Dist a,"[0.2, 0.3, 0.5]",0.027297112483302924,0.9429054492692932,0.2150096398890882,0.05579500000000004,0.965952128652345,120,121
1000,Dist a,"[0.2, 0.3, 0.5]",0.017020050705704542,0.9835510632259411,0.21313584168949062,0.04981695238095235,0.9705558985224005,121,122
1000,Dist a,"[0.2, 0.3, 0.5]",0.02863711811824445,0.9487588163028049,0.21302596655574718,0.034245535714285735,0.9807467324575488,122,123
1000,Dist a,"[0.2, 0.3, 0.5]",0.018889103246340973,0.9869445040565581,0.21362225562269416,0.014758285714285724,0.9914040135048134,123,124
1000,Dist a,"[0.2, 0.3, 0.5]",0.018916861406797617,0.9605411746581611,0.21352624451646043,0.02814,0.9835357296233727,124,125
1000,Dist a,"[0.2, 0.3, 0.5]",0.02272985208470798,0.9583690035611823,0.2119365887302258,0.017854464285714244,0.9852476821654208,125,126
1000,Dist a,"[0.2, 0.3, 0.5]",0.025594195490954142,0.9542507156761384,0.21484166475283303,0.036348380952380965,0.9785900200499019,126,127
1000,Dist a,"[0.2, 0.3, 0.5]",0.03267947521732473,0.9567627126476642,0.2144711213130253,0.027036380952380923,0.9881053143630897,127,128
1000,Dist a,"[0.2, 0.3, 0.5]",0.014482431913677282,0.9846882709416993,0.21271726576891456,0.007366964285714317,0.9982589541245159,128,129
1000,Dist a,"[0.2, 0.3, 0.5]",0.022113141281813034,0.9477753727947507,0.21484574391677705,0.08488958333333335,0.9426360998333019,129,130
1000,Dist a,"[0.2, 0.3, 0.5]",0.0126238349637333,0.973628072464528,0.2134671929707481,0.03618750000000004,0.9727567383932629,130,131
1000,Dist a,"[0.2, 0.3, 0.5]",0.013998591976454818,0.979173410818705,0.21375307462713286,0.04009466666666661,0.9794201518881815,131,132
1000,Dist a,"[0.2, 0.3, 0.5]",0.029885008879916762,0.9363466243263863,0.21507951032157202,0.05001180952380957,0.9644647526523485,132,133
1000,Dist a,"[0.2, 0.3, 0.5]",0.014834288802101697,0.9826012319402825,0.21313306956381106,0.010525142857142844,0.996944836946366,133,134
1000,Dist a,"[0.2, 0.3, 0.5]",0.015341644837366051,0.9701136122893286,0.2129150494738243,0.03003800000000001,0.9848460251711778,134,135
1000,Dist a,"[0.2, 0.3, 0.5]",0.03542235728420702,0.9565387385307687,0.21432576222514282,0.025180654761904786,0.9835472686398791,135,136
1000,Dist a,"[0.2, 0.3, 0.5]",0.016821202616312824,0.981248565820321,0.21260631885010184,0.037654095238095264,0.9749440233630849,136,137
1000,Dist a,"[0.2, 0.3, 0.5]",0.016647763125418276,0.9546938497640057,0.21308476286670103,0.04389285714285718,0.9620746183788778,137,138
1000,Dist a,"[0.2, 0.3, 0.5]",0.017298959299190963,0.9843574197210349,0.21372808681968075,0.03650624999999996,0.976059656907949,138,139
1000,Dist a,"[0.2, 0.3, 0.5]",0.021152240963049698,0.9572962811434198,0.21455557656238164,0.026354464285714252,0.9825390108901443,139,140
1000,Dist a,"[0.2, 0.3, 0.5]",0.014600752103353713,0.9870926939477108,0.2130350612140729,0.012655238095238164,0.9957221624640629,140,141
1000,Dist a,"[0.2, 0.3, 0.5]",0.012626438089246505,0.9855536179404231,0.21351503721104104,0.044366499999999975,0.9734638753595531,141,142
1000,Dist a,"[0.2, 0.3, 0.5]",0.03583555867392946,0.9290651474442886,0.21074480855347305,0.08632425000000005,0.9424374133936123,142,143
1000,Dist a,"[0.2, 0.3, 0.5]",0.015431115982995557,0.9771913228705669,0.21295939645724704,0.025242285714285717,0.9869429704828683,143,144
1000,Dist a,"[0.2, 0.3, 0.5]",0.018696750180620166,0.9783868779369882,0.21371648144492808,0.02085208333333327,0.9865682601677195,144,145
1000,Dist a,"[0.2, 0.3, 0.5]",0.017336336291349837,0.9677193288326507,0.21214093555418245,0.017397321428571477,0.9876989156132086,145,146
1000,Dist a,"[0.2, 0.3, 0.5]",0.018908768631961077,0.9650222872495642,0.2123059725213381,0.0703955,0.9498087616033053,146,147
1000,Dist a,"[0.2, 0.3, 0.5]",0.017530575406211276,0.9857920710424477,0.21291700141037595,0.05955724999999995,0.9609954167289865,147,148
1000,Dist a,"[0.2, 0.3, 0.5]",0.023417610129938926,0.9651829495927737,0.21222671196100587,0.03177500000000005,0.9783680247561714,148,149
1000,Dist a,"[0.2, 0.3, 0.5]",0.03833006062273934,0.9232720141135193,0.2144108526657276,0.017230654761904718,0.9978685280296955,149,150
1000,Dist a,"[0.2, 0.3, 0.5]",0.02132327806332888,0.9874292669754069,0.2129031773879069,0.06231447619047625,0.964409392622854,150,151
1000,Dist a,"[0.2, 0.3, 0.5]",0.016526191658821087,0.9937777535207504,0.21299555176639443,0.061692190476190456,0.9644107085976152,151,152
1000,Dist a,"[0.2, 0.3, 0.5]",0.02422087812433218,0.9646150204250222,0.21349649314907151,0.050493904761904795,0.9725387729279314,152,153
1000,Dist a,"[0.2, 0.3, 0.5]",0.024898384268576997,0.9490762581371137,0.2129788913451802,0.02102274999999998,0.987998381153954,153,154
1000,Dist a,"[0.2, 0.3, 0.5]",0.015036493511501462,0.9664673767148643,0.21243450283994642,0.02207380952380955,0.980972330766066,154,155
1000,Dist a,"[0.2, 0.3, 0.5]",0.019055497679326953,0.9742900544273926,0.21270435758363404,0.03980095238095244,0.977510356983448,155,156
1000,Dist a,"[0.2, 0.3, 0.5]",0.02067489418392672,0.944873163900281,0.21383896227660862,0.052524380952380934,0.9625760045317091,156,157
1000,Dist a,"[0.2, 0.3, 0.5]",0.02356804243442264,0.962517783147764,0.21261840457451878,0.03215327380952382,0.9856881101526125,157,158
1000,Dist a,"[0.2, 0.3, 0.5]",0.024967668428269817,0.9802000890483413,0.21380985592288412,0.05926533333333328,0.9644674364527974,158,159
1000,Dist a,"[0.2, 0.3, 0.5]",0.026428313285513184,0.9735308762706062,0.21326251839537982,0.06955847619047623,0.9635707845882552,159,160
1000,Dist a,"[0.2, 0.3, 0.5]",0.022454619450913153,0.9654538964541142,0.21437627138435075,0.06133371428571427,0.9629535261493484,160,161
1000,Dist a,"[0.2, 0.3, 0.5]",0.030342507414038825,0.9369950743895675,0.2110564066881589,0.04924999999999996,0.9654756699462801,161,162
1000,Dist a,"[0.2, 0.3, 0.5]",0.017567186203411342,0.9721497667669586,0.2140499756575258,0.03772609523809528,0.9802007715254578,162,163
1000,Dist a,"[0.2, 0.3, 0.5]",0.022158631781476968,0.9566002502175692,0.21373331793814052,0.027773000000000048,0.9807539358603603,163,164
1000,Dist a,"[0.2, 0.3, 0.5]",0.022405167577512937,0.9691481376519474,0.21249876091253664,0.052983749999999996,0.9605811121573434,164,165
1000,Dist a,"[0.2, 0.3, 0.5]",0.023097053443017067,0.9626478191946652,0.21434511211138402,0.037860119047619045,0.9652255543287859,165,166
1000,Dist a,"[0.2, 0.3, 0.5]",0.03301169092123575,0.9299675673244641,0.21558086929363376,0.026197750000000075,0.977670098525066,166,167
1000,Dist a,"[0.2, 0.3, 0.5]",0.02317379401091416,0.9675472157062869,0.21291376690931985,0.02551724999999999,0.9814111667963198,167,168
1000,Dist a,"[0.2, 0.3, 0.5]",0.02584010866284208,0.9577649343191146,0.21319644326101106,0.044602380952381004,0.9640945981086124,168,169
1000,Dist a,"[0.2, 0.3, 0.5]",0.030779213218522828,0.9545976178369546,0.21404966330903488,0.02311750000000007,0.9862247826706447,169,170
1000,Dist a,"[0.2, 0.3, 0.5]",0.016394544194686445,0.9612112694315111,0.21407200826966294,0.027304952380952374,0.983094244442977,170,171
1000,Dist a,"[0.2, 0.3, 0.5]",0.02206238177385048,0.9668101454353668,0.2130996568307217,0.037117999999999984,0.9787521176367335,171,172
1000,Dist a,"[0.2, 0.3, 0.5]",0.019117325078748183,0.9739849051852025,0.21229072357995382,0.012929142857142806,0.9916340853426183,172,173
1000,Dist a,"[0.2, 0.3, 0.5]",0.020118210125218163,0.9564337211651041,0.21175041567317127,0.028304499999999955,0.9813399936491819,173,174
1000,Dist a,"[0.2, 0.3, 0.5]",0.01848073816465835,0.9742459059092753,0.21301164186874605,0.027361714285714267,0.9845388840091905,174,175
1000,Dist a,"[0.2, 0.3, 0.5]",0.027937470306969418,0.9361540367109003,0.21507354835424977,0.02856550000000002,0.9799281728827438,175,176
1000,Dist a,"[0.2, 0.3, 0.5]",0.025888813877901113,0.9385474321785618,0.21333444951726577,0.05019619047619045,0.9640191744444583,176,177
1000,Dist a,"[0.2, 0.3, 0.5]",0.021888588494193242,0.9555280128604497,0.2117510035669662,0.03784895238095237,0.9760973427141616,177,178
1000,Dist a,"[0.2, 0.3, 0.5]",0.02166713808665997,0.9515370890066813,0.21231564077755452,0.02097980952380951,0.9884886452997262,178,179
1000,Dist a,"[0.2, 0.3, 0.5]",0.01501840842316077,0.9545137278284497,0.21173261897448703,0.05295624999999998,0.9663981505837494,179,180
1000,Dist a,"[0.2, 0.3, 0.5]",0.019785658224370638,0.9767213216881837,0.21402625574592762,0.07518975000000006,0.9491811478923665,180,181
1000,Dist a,"[0.2, 0.3, 0.5]",0.021739720066795136,0.9577143363428501,0.21186232347715167,0.04446450000000002,0.9659231433978919,181,182
1000,Dist a,"[0.2, 0.3, 0.5]",0.02331172667307987,0.9683766618869948,0.21340598805480163,0.03000533333333333,0.9812208525552565,182,183
1000,Dist a,"[0.2, 0.3, 0.5]",0.027071727184330863,0.9697704608521273,0.21246427713638727,0.022941904761904774,0.9851210290000418,183,184
1000,Dist a,"[0.2, 0.3, 0.5]",0.02670822410230808,0.9615813914648973,0.21211882478358932,0.06748514285714285,0.9615409874309057,184,185
1000,Dist a,"[0.2, 0.3, 0.5]",0.024560031181214005,0.9497032829581897,0.211570354011946,0.021943500000000005,0.9838713881743505,185,186
1000,Dist a,"[0.2, 0.3, 0.5]",0.02643076383050395,0.9454103705534336,0.21196315822376607,0.04320209523809526,0.9664614344656511,186,187
1000,Dist a,"[0.2, 0.3, 0.5]",0.025033524038360653,0.9542002016738701,0.2145905601951308,0.031523428571428536,0.9819364470523592,187,188
